ID;Deal ID;Contract number;Contract date;Contract expiration date;Duration of the agreement;Comment on contract
Gv9Y6kPu;6723;;2004;2029;25;"The investor has 10-, 15-, 20-, and 25-year contracts with at least 8 individual ARBs.  The investor also has 15-year contract with LIFARCO- Formerly IFPONA PO. 25-year contracts with Bagong Silang Development Farmer Association (BASIDFA)  and Biao MPC (BMC) & PCEC-PBEARBAI. ote, however, that there is a chance for contracts with less than 25 year term to be extended up to 25 years since land lease  agreements are usually 25 years in terms of length. 

These contract are upon renewal upon expiration."
JfsnR1aM;6724;;2013;2018;5;"The investor has 5-year contracts with Checkered Farms ARB MPC (CFARBEMPCO) and Soriano farms ARBs Multipurpose Cooperative (SFARBEMCO) from 2013-2018 and 10-year contracts with DAPCO ARBs Cooperative (DARBCO), Magatos ARB Multi-purpose Cooperative (MARBMCO), AMS Kapalong ARB MPC (AMSKARBEMCO), and Mampising CARP Benficiries Cooperative (MCBCI). In North Cotabato, it has a 20-year contract with individual ARBs.  

The investor also has a 25-year contract with Tagnanan CARP Beneficiaries Coop, Inc. (TCBCI).

These contracts are upon renewal upon expiration."
ELUzRaRx;6725;;1998-01-01;2032-12-31;35;"The investor has 35-year contract with Agusan Plantation Inc.-Agrarian Reform Beneficiaries Multi-purpose Cooperative (API-ARBMPC). Aside from this, it has 25-year contracts with 10 individual ARBs and Cuevas Agrarian Reform Beneficiaries Multi-purpose Cooperative (CARBEMCO).

The investor also has 16-year contracts with an individual ARB (1996-2021) and Cebolin Multi-purpose Cooperative (CEMPCO) (2003-2019). Note,however, that there is the chance for it to be extended up to 25 years since land lease  agreements are usually 25 years in terms of length. 

These contracts are upon renewal for another 25 years upon expiration."
iUrjBzm8;6727;63/HGU/KEM-ATR/BPN/2016;;;25;PT. Papua Agro Lestari has obtained the Minister of Forestry Decree on the Capitulation of Forest Area Number: SK.552/Menhut-II/2012 on an area of 32,347.40 ha and the Decree form the Head of National Land Authority of Indonesia on Cultivation Rights Number: 63/HGU/KEM-ATR/BPN/2016 on an area of 20,662.09 ha for the development of plantations on an area of 4.549,86 ha which is allocated on the development of smallholdings.  The capitulation agreement/ settlement of customary right have been given to the customary holders. PT Papua Agro Lestari has ensures that the area which in the Decree on the Capitulation of Forest Area on an area of ± 7,135.45 ha will not be opened to maintain the existing ecosystem.
bXAwjHd1;6727;SK.552/Menhut-II/2012;;;;PT. Papua Agro Lestari has obtained the Minister of Forestry Decree on the Capitulation of Forest Area Number: SK.552/Menhut-II/2012 on an area of 32,347.40 ha and the Decree form the Head of National Land Authority of Indonesia on Cultivation Rights Number: 63/HGU/KEM-ATR/BPN/2016 on an area of 20,662.09 ha for the development of plantations on an area of 4.549,86 ha which is allocated on the development of smallholdings.  The capitulation agreement/ settlement of customary right have been given to the customary holders. PT Papua Agro Lestari has ensures that the area which in the Decree on the Capitulation of Forest Area on an area of ± 7,135.45 ha will not be opened to maintain the existing ecosystem.
rviYLodE;6730;;2014-12-12;2024-12-12;10;This is the contract date for the start of delivery of product. No other details available.
OasWM59N;6731;;2013;;;Renewable every cropping.
dX52Z3XR;6732;;2005;2020;15;"The investor has 15-year contracts with individual ARBs, in which the contracts were signed from 2005-2010 and will expire on 2020-2025. Note, however, that there is the chance for it to be extended up to 25 years.

These contracts are upon renewal on contract expiration."
gl-i8Xc8;6734;;2003-12;2023-12;20;"There is the chance for it to be extended up to 25 years since land lease  agreements are usually 25 years in terms of length. 

This contract is upon renewal for another 25 years upon expiration."
Y5VSYp9N;6735;;1998;2028;30;
ZI8cjo7e;6738;;2009;;;PADCOR eventually sold the lease to Musahamat in 2009. Musahamat approached the ARBs with a very similar contract to PADCOR. They signed the contracts because of a five-year advance on the lease payments reported last 2016.
VOhWBNcJ;6739;;1998;2028;30;
MjfD-1jk;6740;;2005;2030;25;"The investor's contracts with the ARBOs/POs/ARBs vary.

The investor has a 10-year contract (2013-2023) with AMS  Employees Fresh Fruit Producers Cooperative (AMSEFFPCO) .  Meanwhile, the investor has a 10-year contract (2008-2018) with Stanfilco Employees ARB MPC (SEARBEMCO). The investor also has a 5-year contract (2007-2012) with ARBs Individual Self-Managed MPC (ARBISM-A). Moreover, the investor also has a 15-year contract (2008-2023) with DOLE ARBs Cooperative and Carabao Farmers Cooperative. Lastly,   it has varying contracts with individual ARBs from 3 years (renewable) to full 25 years."
nvkg9esp;6742;;1977;;;conveyance into perpetuity
lTRLP8ks;6749;;;;50;Ghalia Ghana Ltd has secured a fifty (50) year lease on the 1190 acres (481.9ha) coffee plantation
tYibqUyA;6756;;;;10;For some individual ARBs, however, have terms such as 14,16, 19, and 20 years.
kIM0akvl;6757;;;;15;
Tm0lEGTv;6758;;;;25;Contract varies from 10-30-year terms.
4RlAlP80;6760;;2007-07-30;2047-07-30;40;
ljz8D-AV;6761;;1998-06-10;2028-06-10;30;
MFnRGXyB;6762;;1998-06-10;2028-06-10;30;
GDl9z7in;6763;;;;25;
-CuWP0wK;6764;;2013-03;2038-03;25;
96GXGtQ3;6765;;2010-03;2030-03;20;There are also 25-year contracts with other individual ARBs.
g0oyHOLE;6766;;2008-07-30;2023;15;
eu7WiCDu;6767;;2008;2023;15;
Shbybkt5;6768;;2006;2031;25;Most contracts are from 2006-2031 while others vary but all of the contracts are 25-year term contracts.
Wkr7ARYH;6771;;2007-06-27;2017-06-27;10;"Size - 2,04 ha
Teritory -  Kryvenskyi Village Counsil Koziv District Ternopil Region"
QzuJwbfa;6771;;2007-12-04;2017-12-04;10;"Size - 1,93 ha
Cadastral number - 6123081700:01:001:0454
Teritory -  Vybudivskyi Village Counsil Koziv District Ternopil Region"
qhOcO8TR;6771;;2007-06-27;2017-06-27;10;"Size - 2,19 ha
Cadastral number - 
Teritory -  Kryvenskyi Village Counsil Koziv District Ternopil Region"
aPtNnxfx;6771;;2007-07-19;2017-07-19;10;"Size - 1,86  ha
Cadastral number - 6123080400:01:001:0453
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
tunly6hW;6771;;2007-07-19;2017-07-19;10;"Size - 1,86  ha
Cadastral number - 6123080400:01:001:0451
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
X4lAFavx;6771;;2007-07-19;2017-07-19;10;"Size - 2,07  ha
Cadastral number - 6123080400:01:001:0241
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
luhGG0Ad;6771;;2007-07-19;2017-07-19;10;"Size - 2,19  ha
Cadastral number - 6123080400:01:001:0352
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
FxR2ThWz;6771;;2007-07-19;2017-07-19;10;"Size - 2,16  ha
Cadastral number - 6123080400:01:001:0321.
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
V6lGgrNH;6771;;2007-07-19;2017-07-19;10;"Size - 2,20  ha
Cadastral number - 6123080400:01:001:0310.
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
AiXibx0U;6771;;2007-07-19;2017-07-19;10;"Size - 2,75  ha
Cadastral number - 6123080400:01:001:0311
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
R13CZE3Q;6771;;2007-12-04;2017-12-04;10;"Size - 1,96 ha
Cadastral number - 6123081700:01:001:0296
 Teritory -  Vybudivskyi Village Counsil Koziv District Ternopil Region"
BR7PxaY4;6771;;2007-07-19;2017-07-19;10;"Size - 2,28 ha
Cadastral number - 6123080400:01:001:0435
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
3GKAYVOs;6771;;2007-07-19;2017-07-19;10;"Size - 2,00 ha
Cadastral number - 6123080400:01:001:0228
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
Wj2BNnAc;6771;;2007-07-09;2017-07-09;10;"Size - 1,87 ha
Cadastral number - 6123080400:01:001:0301
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
aPBk-7-0;6771;;2007-11-21;2017-11-21;10;"Size - 2,18 ha
Cadastral number
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
8-6zk6Wd;6771;;2007-08-31;2017-08-31;10;"Size - 1,99 ha
Cadastral number
Teritory -  Vybudivskyi Village Counsil Koziv District Ternopil Region"
_tYR_Rpl;6771;;2007-12-04;2017-12-04;10;"Size - 2,32 ha
Cadastral number 6123081700:01:001:0187
Teritory -  Vybudivskyi Village Counsil Koziv District Ternopil Region"
S-6RszeT;6771;;2007-12-04;2017-12-04;10;"Size - 1,97 ha
Cadastral number 6123081700:01:001:0056
 Teritory -  Vybudivskyi Village Counsil Koziv District Ternopil Region"
LvPfEuly;6771;;2007-12-04;2017-12-04;10;"Size - 2,37 ha
Cadastral number 6123081700:01:001:0150
 Teritory -  Vybudivskyi Village Counsil Koziv District Ternopil Region"
iMvbR7Qu;6771;;2007-12-04;2017-12-04;10;"Size - 2,31 ha
Cadastral number 6123081700:01:001:0016
 Teritory -  Vybudivskyi Village Counsil Koziv District Ternopil Region"
epKriobl;6771;;2007-12-04;2017-12-04;10;"Size - 2,37 ha
Cadastral number 6123081700:01:001:0180
 Teritory -  Vybudivskyi Village Counsil Koziv District Ternopil Region"
C8C3LZHf;6771;;2007-12-04;2017-12-04;10;"Size - 2,35 ha
Cadastral number 6123081700:01:001:0284
 Teritory -  Vybudivskyi Village Counsil Koziv District Ternopil Region"
2BP0SESJ;6771;;2007-10-24;2017-10-24;10;"Size - 1,92 ha
Cadastral number 6123080200:01:001:0050
 Teritory -  Avgustivskyi Village Counsil Koziv District Ternopil Region"
Ql8QPgjz;6771;;2007-07-19;2017-07-19;10;"Size - 2,27 ha
Cadastral number 6123080400:01:001:0049
Teritory -  Budylivskyi Village Counsil Koziv District Ternopil Region"
YCcCq3yH;6771;;2007-10-24;2017-10-24;10;"Size - 1,84 ha
Cadastral number 6123080200:01:001:0033
Teritory -  Avgustivskyi Village Counsil Koziv District Ternopil Region"
KJ2yKRp3;6773;;2018-02-06;;;Agroprosperis Bank and Mizotske RTE signed the first crop receipt in Rivne region for UAH 1.39 mln, secured by the future corn harvest of 2018.
v2w14oh2;6777;;2011;;;
HSzSJ0_b;6780;;;;49;
buH6dXlh;6782;;;;49;
iXA-RHwF;6783;14-146;;;49;
OMvkkqv6;6796;;2015-12-25;2022-12-25;7;Size - 3,03 Teritory - the Kryvenskyi Village Council,  Pidvolochysk District, Ternopil Region
UmHQeJ9D;6796;;2011-09-01;2021-09-01;10;Size - 2,12 Teritory - Pidvolochysk District, Ternopil Region
V6rhuE98;6796;;2010-08-02;2020-08-02;10;Size - 5,85 Teritory - Pidvolochysk District, Ternopil Region
d8BIzCbG;6796;;2009-01-03;2019-01-02;10;"Size - 2ha  reclaimed  land
Teritory - Pidvolochysk District, Ternopil Region"
cBCDbNYK;6799;;;;99;
oXHVT8Lo;6839;;2017-11-10;;;
h87x9dgE;6846;;2006-01-04;2016-01-04;10;More information  can be obtained from judicial decisions  in the attached documents.
Zk0dMwy7;6846;;2007-11-30;2017-11-30;10;More information  can be obtained from judicial decisions  in the attached documents.
KM7636Rg;6846;;2010-08-10;2020-08-10;10;More information  can be obtained from judicial decisions  in the attached documents.
uReXr-7i;6846;;2012-02-28;2022-02-28;10;More information  can be obtained from judicial decisions  in the attached documents.
Bv9zDcKE;6846;;2008-01-10;2018-01-10;10;More information  can be obtained from judicial decisions  in the attached documents.
_jkCANqi;6846;;2011-11-11;2050-11-11;49;http://www.oda.te.gov.ua/data/upload/catalog/main/ua/11137/_907.doc
Q_883kyo;6851;Official Gazette No. 21302;;;;"Official Gazette of Santiago del Estero, No. 21302
DECREE No. 2785/2018"
qKx2jivV;6854;;2015-01-22;2017;2;"Cadastral number -  5924184700:02:001:0565
See judicial decision about elimination of the Contract."
2YUzm5Qb;6856;;1998;2032;34;"The investor has two 34-year contracts with National Guthrie Estates, Inc., Multi-purpose Cooperative (NGEI-MPC).

NGEI entered into a Lease Agreement with the NDC-Guthrie Estates, Inc., which is now assumed by Filipinas Palm Oil Plantations, Inc., for FPPI to continue the operation of its palm oil plantation in the said lands for a period of twenty five years."
HxW7DDfr;6861;;2003;2008;5;In Davao del Norte, the investor is in partnership with Sumifru Corporation where they have a 5-year contract with Diamond Farms, ARBs MPC (DARBMUPCO). Note that there is the chance for it to be extended up to 25 years since land lease agreements are usually 25 years in terms of  length.
FZy9xF_6;6866;;2011-12-16;;;
AlP67p1_;6899;03/2016;2016-11-30;2056-11-30;40;sin derecho a renovación
sojdLQS-;6901;01/2015;2015-04-28;2055-04-28;40;
rGwE_p4C;6901;02/2015;2015-04-28;2055-04-28;40;
3MXjK0J3;6903;03/2015;2015-04-28;2055-04-28;40;Sin derecho a renovación.
O-HNOig_;6903;04/2015;2015-04-28;2055-04-28;40;Sin derecho a renovación.
FnTKSTus;6905;02/2014;2014-05-25;2054-05-25;40;Sin derecho a renovación
aKzz-7uV;6913;;2018-11-19;;;
EX-e0eoV;6915;;2005-08-15;;;
KGiCKj_Z;6916;;;;30;
3zwOx0Y0;6919;03/2014;2014-06-06;2054-06-06;40;Sin derecho a renovación
wL5Lcj3o;6919;04/2014;2014-06-06;2054-06-06;40;Sin derecho a renovación
9-Qa6BFk;6920;;2008-10-21;2048-10-21;40;Improrrogable.
fW9cQN6Q;6925;01/2013;2013-06-05;2053-06-05;40;Sin derecho a renovación.
QDUQ2Tw4;6925;02/2013;2013-06-05;2053-06-05;40;Sin derecho a renovación.
QLDx-G50;7004;PDE 37242;2012-03-21;2052-03-20;40;With a 40-year extension. However, one document claims the validity of this license is considered suspect since it was granted by a transitional government led by Andry Rajoelina, who rode to power in a coup in 2009.
e7kVOyNH;7015;;2016;2031;15;15-year lease by Botswana Development Corporation in 2016
T24KOreu;7032;;2005-05-31;2030-05-30;25;
SuNIjEVa;7033;;2004-09-30;2029-09-29;25;
g89CbqJY;7051;;2019-04-30;;;
WJL9T_2M;7053;;2019-07-18;;25;
6DFijz-t;7054;;2019;2022;40;
hscy_D7T;7060;212/29;2008-12-04;;;Several contracts found were signed on the same day. We don't know the contracts expiration date
RJwuI98e;7060;210/29;2008-12-04;;;
sQgm9IP5;7060;208/29;2008-12-04;;;
gok9aDBY;7060;211/29;2008-12-04;;;
oeFQeafo;7060;206/29;2019-08-27;;;
400gZT0p;7060;103/29;2018-05-03;;;
qogfW5xV;7061;0051/2013;2013-12-31;;;Minimum duration of the contract is 25 or 49 years.
lpHUQEJH;7062;0519/2009;2009-10-06;;;Duration can be 25 or 49 years
aUzyIiIg;7074;1501/2012;2012-11-12;2037-01-01;25;The contract was canceled ahead of schedule due to the court decision in 2019 that was initiated consequently of a corruption scandal
7Ndan1l_;7078;1469/2012;2012-11-23;2037-01-01;25;The contract was canceled ahead of schedule due to the court decision in 2019 that was initiated consequently of a corruption scandal
x7GMeVKy;7079;1321/2012;2012-09-14;2037-01-01;25;The contract was canceled ahead of schedule due to the court decision in 2019 that was initiated consequently of a corruption scandal
KOrvZ35c;7080;1322/2012;2012-12-20;2037-01-01;25;The contract was canceled ahead of schedule due to the court decision in 2019 that was initiated consequently of a corruption scandal
YZqbMhHB;7081;0089/2009;2009-10-21;2058-12-16;49;
vFq7D3LX;7082;0191/2008;2008;2026-02-14;18;
reqESA8j;7083;0190/2008;2008;2054-04-20;46;
EERE1juP;7084;0197/2008;2008;2031-08-23;23;
QKS1RXZt;7085;;2013-04-11;;;
fxuAo0vm;7087;;2000-11-21;;;
fbfzISc6;7088;0189/2008;;2031-05-24;23;1129/2011 new number of contract
AtmuRsju;7088;1129/2011;;2031-05-24;23;additional to 0189/2008
wt896Wf9;7089;0226/2008;2008;2026-04-11;18;
9_rO4SJF;7090;SPL264;;;;"special prospecting license 264 which covers three previously worked mines in Nandi County in Western Kenya; Equatorial, Rock Corry and Boma Mines.  Location License 1113/1-8, a temporary mining license pending approval
to a full mining license"
oZ4fTRf-;7100;80010004209115;2014-06-17;2063-06-18;49;
3cGOOlwa;7105;0227/2008;2008;2054-03-10;46;Size - 23079 ha with authorized use of wood 18 000 m3.
E-NuVADi;7106;0166/2008;2008;2045-03-27;37;
4JeH5S0u;7107;0163/2008;2008;2025-07-11;17;
PjjOoDx9;7108;;2017;2067;50;
uJeMbyQp;7111;0295/2008;2008;2029-01-21;20;
SErgcJ3M;7112;0202/2008;2008;2026-04-03;18;
iwgLLTRm;7113;0164/2008;2008;2025-05-03;17;
TNjVjEJe;7114;1594/2013;2013;2038-09-02;25;
PYLWwXdX;7115;0215/2008;2008;2026-03-19;18;
Wo-72sm8;7116;0216/2008;2008;2031-08-02;23;
ma7L5phF;7118;0196/2008;2008;2027-04-09;19;Ulchskoje Region, Khabarowskoje
pxYdRB_T;7119;0162/2008;2008-11-05;2053-07-21;44;
ddU_OYk6;7120;80010003809918;2012-10-10;;99;
teEsF1hw;7121;0213/2008;2008;2026-03-19;18;
mzP4LFQq;7122;0214/2008;2008;2031-07-27;23;
vaWZVIXN;7123;0217/ 2008;2008;2026-03-20;18;
IGg5KSzB;7124;0235/2008;2008;2026-04-10;18;
QFGmT-Pm;7126;0234/2008;2008;2027-01-26;19;
n7n72X_J;7127;0236/2008;2008;2025-12-01;17;
og_DabXq;7128;0136/2008;2008;2025-04-04;17;
DLKeRenU;7129;0323/2008;2008;2055;47;"This territory divided into 3 contracts with different expiry date. But we do not have so much information to provide details about each district with exactly expiry date.

1. 2026-05-12
2. 2055-05-12
3. 2031-05-12"
dwUHHOH0;7131;0165/2008;2008-11-05;2026-12-31;18;Kerbynskoje Forestry, Im. Poliny Osypenko District, Chabarovski Region
e8H1aFth;7132;2438/2014;2014;2040-01-18;26;
grxlC1mS;7133;0209/2008`;2008;2026-11-06;18;
00fAWG7h;7134;0207/2008;2008;2028-12-23;20;
rbKAbeh2;7136;0201/2008;2008;2026-04-03;18;
w8xrQI5S;7137;0006/2008;2008-09-26;2057;49;
T68zub6K;7140;0005/2008;2008;2057;49;"Bolenskoje Forestry; Duky Forestry; Khabarovskyi Region"
auWiQFHE;7141;2199/2008;2014;2040-02-08;36;Amgunskoje Forestry, Khabarovskyi Region
UDO5OpVu;7142;0004/2008;2008-11-24;2040-08-07;32;
Dpa6Gvna;7143;;2013-11-04;;;
9itKk33N;7144;0014/2008;2008;2057-07-05;49;
3R_cYVkP;7145;0003/2008;2008;2028-03-19;20;Solnechnyi District, Charpynskoje Forestry, Khabarovskyi Region
FMmpSaQD;7146;;2019;2026;7;
d9TEqrTV;7147;8001000093974;2015-10-19;;;
N73urXaz;7149;R1000000341061;;2017-11-24;99;
iFLnMsys;7151;40;2008-09-22;2053-11-29;45;
Gw5-wLYy;7152;191;2011-03-28;2021-03-27;10;
lPBcoGYU;7153;193;2011-03-28;2060-03-27;49;
mzM7FWh3;7154;194;2008-09-22;2060-03-27;52;
Fab3I2Xh;7155;171;2010-12-21;2059-12-20;49;Information is from the judicial decision.
wxSwkjEx;7156;50;2009-12-15;2031-06-10;22;
7ffHIMlo;7157;49;2009-12-15;2031-06-10;22;Information is under the judicial decision and forest management plan.
msV9UekW;7158;48;2009-12-15;2031-01-25;22;Information is under the judicial decision and forest management plan.
Nv2M6qsQ;7159;20088/0090/0091/2011;2011-09-23;2031;20;"The land area is divided into 3 districts and the expiration date differs for each of them
For 1-st - 20 years, for 2-nd - 20 years, for 3-d - 35 years."
BF0D9363;7174;;2014-12-20;;;"Cadastral number 0524382900:04:000:0033: the state body which was registered this right - Tulchynskyi Region, Vinnytska Oblast
Size = 4.2641 ha"
SdYpyJQh;7174;;2015-10-30;;;"Cadastral number is 6824785000:04:004:0061. 
The territory - Teofiopolski Region, Chmelnycka Oblast
Size = 2.7963 ha"
lAwCrJdA;7174;;2014-05-08;;;"Cadastral number is 6824785000:04:004:0297
The territory - Teofiopolski Region, Chmelnycka Oblast
Size = 2.7962 ha"
fkxsLpqE;7174;;2013-12-30;;;"Cadastral number is 6824785000:04:004:0305
The territory - Teofiopolski Region, Chmelnycka Oblast
Size = 2.7963 ha"
6vAaBBn8;7174;;2013-07-19;;;"Cadastral number is 6824785000:04:004:0201
The territory - Teofiopolski Region, Chmelnycka Oblast
Size = 2.9787 ha"
YkvJfxq3;7174;;2017-02-18;;;"Cadastral number is 6824785000:04:004:0199
The territory - Teofiopolski Region, Chmelnycka Oblast
Size = 3.1539 ha"
Voo4mRGo;7174;;2015-09-13;;;"Cadastral number is 6824785000:04:004:0258
The territory - Teofiopolski Region, Chmelnycka Oblast
Size = 2.3834 ha"
n9ujz1qi;7177;MPSA No. 150-00-VII;2000-01-07;2025-01-07;25;
XdT2szzp;7178;MPSA No. 029-95-IVA;1995-09-29;2020-09-29;25;
IruiwyCi;7178;MPSA No. 029-95-IVA;2020-01-17;2045-09-29;25;The original contract was renewed on 17 January 2020 for another 25 years.
zVHB8ZTr;7179;MPSA No. 015-93-X;1993-07-01;2024-07-10;31;"Contract was supposed to expire on July 2018 but 6 year extension was granted February 2019

The term was extended for a period of 6 years on February 07, 2019.
Third Renewal for the Exploration Period was approved on July 3, 2020."
SIsZeaNu;7180;MPSA No. 188-2002-III;2002-12-12;2027-12-12;25;"The contract was cancelled thru Dept. of Environement and Natural Resources Order on
December 28, 2010.

Proponent filed an appeal to the Office of the President."
-3OkV4k9;7181;MPSA No. 024-94-VII;1994-05-11;2019-05-11;25;"The cancellation of MPSA was affirmed thru DENR
Order dated November 27, 2015"
fbfkpkHm;7184;;2010-01-28;;;"(1)_1,5527ha--The contract was signed with ""Dnister-Agro"" LLC, but ""Agrokriazh"" is successor. 
Cadastral  number - 0524984000:09:002:0128.
According to judicial decision this contracts was recognised like invalid."
KJj5RhR_;7184;;2015-03-02;;;"(2)_0,81ha--Cadastral  number - 0522886200:04:002:0027.
According to judicial decision this contracts was recognised like invalid."
cyczqC51;7186;;2012-04-10;;;"Information is from judicial decision. 
The Contract was signed with collective agricultural enterpise."
1dUHrhld;7190;MPSA No. 151-00-CAR;2000-03-09;2025-03-09;25;
BpLCyYLo;7191;MPSA No. 174-2002-VIII;2002-11-19;2027-11-19;25;"The MPSA was cancelled thru DENR Order dated
July 16, 2015.


The MPSA's Order of Cancellation was Final and
Executory on March 11, 2016."
6qUD1XTT;7192;MPSA No. 030-95-VII;2020-02-17;2045-11-09;25;Contract was extended for another 25 years on 17 February 2020
Esyz8qs1;7192;MPSA No. 030-95-VII;1995-11-09;2020-11-09;25;
kdlJteX3;7193;MPSA No. 156-00-CAR;2000-04-10;2025-04-10;25;
UF5_o2oP;7193;MPSA No. 276- 2009-CAR;2009-01-19;2034-01-19;25;"Date Approved: January 19, 2009
Date of Expiration: January 19, 2034"
oGpRxhaA;7195;MPSA No. 191-2004-III;2004-05-22;2029-05-22;25;"DENR issued a Joint Suspension Order on July 7, 2016. DENR issued on 8 February 2017 order cancelling the MPSA due to violations commited.

Suspension of mining operation of Zambales Diversified Mining Corp. is lifted in 30 September 2019."
NkzOT39e;7196;MPSA No. 062-97-VIII;1997-03-17;2022-03-09;25;"The MPSA was cancelled thru DENR Order dated June 29, 2015.

Contract cancellation is declared final and executory in 17 June 2016."
MLP2xCfC;7197;MPSA No. 085-97-IX;1997-11-20;2022-11-20;25;The MPSA was cancelled thru DENR Order dated August 6, 2015.
5e_EIQlM;7198;MPSA No. 152-00-CAR;2000-03-31;2025-03-31;25;Mining permit almost cancelled in 2017 because project is located on or near an identified watershed area.
-oBe_KHJ;7199;MPSA No. 031-95-XII;1995-12-26;2020-12-26;25;Contract was renewed in January 17, 2020 and extended term for another 25 years or until 2045.
CUbV-ayl;7200;MPSA No. 038-96-VII;1996-03-07;2021-03-07;25;
T1hpmFoe;7200;MPSA No. 038-96-VII;2021-04-19;2046-04-19;25;Contract was renewed for another 25 years in 2021
khIngLJr;7203;;2013;;21;
0SMq5Io1;7205;MPSA No. 165-00-I;2000-10-24;2025-10-24;25;
oXf36XcY;7206;MPSA No. 153-00-I;2000-03-31;2025-03-31;25;Contract cancelled on Dec 3. 2009.
xQpFIaZJ;7207;MPSA No. 091-97-IV;1997-11-20;2022-11-20;25;The MPSA's Order of Cancellation was Final and Executory on April 13, 2016.
2m50h4c7;7208;MPSA No. 160-00-V;2000-06-23;2025-06-23;25;The MPSA's Order of Cancellation was Final an Executory on March 15, 2016
Ps0VgJT4;7209;MPSA No. 166-00-XII;2000-11-14;2025-11-14;25;Mining permit almost cancelled in 2017 because project is located on or near an identified watershed area.
Pp9PgDCy;7210;MPSA No. 033-95-X;1995-12-29;2020-12-29;25;
YVvOATqd;7211;MPSA No. 167-00-IVB;2000-12-07;2025-12-07;25;Mining permit almost cancelled in 2017 because project is located on or near an identified watershed area.
TdOI1SRL;7211;MPSA No. 341-2010-IV;2010-06-09;2035-06-09;25;
Gu7izikx;7212;MPSA No. 178-2002-XIII;2002-11-21;2027-11-21;25;The MPSA was cancelled thru DENR Order dated Janaury 29, 2016.
O3AzeTTw;7213;MPSA No. 127-98-I;1998-06-25;2023-06-25;25;The MPSA's Order of Cancellation was Final and Executory on April 13, 2016.
iDdmWhtZ;7214;MPSA No. 230-2007-X;2007-03-29;2032-03-29;25;The MPSA was cancelled thru DENR Order dated April 8, 2019.
y3VTHEjd;7220;MPSA No. 168-01-V;2001-01-16;2026-01-16;25;
1OSGpATr;7220;MPSA No. 192-2004-V;2004-05-22;2029-05-22;25;
wFJolbJM;7221;MPSA No. 034-95-X;1995-12-29;2020-12-29;25;Contract expired in December 2020 but operator submitted letter of intent to renew to Mines and Geosciences Bureau in 22 December 2020.
WQlAnjJV;7222;MPSA No. 171-01-IVB;2001-01-16;2026-01-16;25;"Mining permit almost cancelled in 2017 because project is located on or near an identified watershed area.

In Palawan, the DENR is cancelling the government’s mining contracts with Central Palawan Mining and Industrial Corp., reported last 2017."
74ehwJHW;7223;MPSA No. 023-94-X (SMR);1994-05-11;2019-05-11;25;
zJMKnPWB;7224;MPSA No. 169-01-VIII;2001-01-16;2026-01-16;25;"Mining permit almost cancelled in 2017 because project is located on or near a identified watershed area.

Lopez will also revoke the contracts of Jabel Corp. in Abra, Egerton Gold Philippines Inc. in Batangas, Industries Development Corp. in Aurora, Plethora Mineral Corp. in Leyte and Pio Castillo in Cebu reported last February 14, 2017."
wLNBqFdV;7225;MPSA No. 042-95-I;1995-12-21;2020-12-21;25;Submitted application for renewal to Mines and Geosciences Bureau on January 8, 2020
OjCghyaw;7225;MPSA No. 295-2009-I;2009-11-05;2034-11-05;25;Under Operating Period but no commercial operation.
sQyMQDoz;7226;MPSA No. 172-01-IVB;2001-01-16;2026-01-16;25;Mining permit almost cancelled in 2017 because project is located on or near an identified watershed area.
0zQIdxxD;7229;MPSA No. 183-2002-XI;2002-12-09;2027-12-09;25;
kPxpihKu;7230;MPSA No. 043-95-I;1995-12-21;2020-12-21;25;"Contract expired but operator filed application for renewal to the Mines and Geosciences Bureau in January 2020.

Under Operating Period but no commercial operation."
teQflRy_;7231;MPSA No. 048-96-IX;1996-09-12;2021-09-12;25;
DoGV1pTL;7232;MPSA No. 186-2002-V;2002-12-12;2027-12-12;25;
e7q8tBaS;7247;;2019-10-29;;;
fdsF0A36;7249;;2016-06-30;;;According to the information from Public Cadastral Map. Size under the Contract - 3.326 ha
4wajWzYC;7249;;2016-02-26;;;According to the information from Public Cadastral Map. Size under the Contract - 3.0497 ha
m9zg8asP;7276;MPSA No. 173-01-IVB;2001-01-16;2026-01-16;25;Mining permit almost cancelled in 2017 because project is located on or near an identified watershed area.
1hWOKYDH;7277;MPSA No. 049-96-IX;1996-09-12;2021-09-12;25;Contract was cancelled with Motion for Reconsideration.
OTZKz7Lk;7278;MPSA No. 187-2002-XI;2002-12-12;2027-12-12;25;
vReoP9VD;7279;MPSA No. 050-96-IVA;1996-09-17;2021-09-17;25;
R1jY5k36;7285;MPSA No. 175-2002-I;2002-11-21;2027-11-21;25;
